Tieu de;Tac gia;Chu de;Tu khoa;Link so;Loai
Tài liệu luyện thi cử nhân Anh văn;Nguyễn Thị Tuyết;;;;Sach
Face the issues;Numrich, Carol;;;;Sach
Progressive listening;Pidcock, John;;;;Sach
Listening to news reports;;;;;Sach
Tài liệu luyện thi TOEFL;Broukal, Milada;;;;Sach
English guides homophones;;;;;Sach
Business listening tasks;Hanks, Patrick;;;;Sach
English grammar exercises;Shaw, Katy;;;;Sach
Basic telephone training;Watson, Anne;;;;Sach
Focus on listening;Flanigan, Patricia Kaye;;;;Sach
Real writing;;;;;Sach
Study listening;Lynch, Tony;;;;Sach
Listening 1;Doff, Adrian;;;;Sach
Listening 2;Doff, Adrian;;;;Sach
Listening 3;Collie, Joanne;;;;Sach
Intermediate listening;Brewster, Simon;;;;Sach
Focus on grammar;Schoenberg, Irene E.;;;;Sach
Focus on grammar, workbook;Eckstut, Samuela;;;;Sach
Focus on grammar;Fuchs, Marjorie;;;;Sach
Focus on grammar, workbook;Fuchs, Marjorie;;;;Sach
Focus on grammar;Fuchs, Marjorie;;;;Sach
Focus on grammar, workbook;Fuchs, Marjorie;;;;Sach
Focus on grammar;Maurer, Jay;;;;Sach
Focus on grammar, workbook;Koch, Rachel Spack;;;;Sach
Intermediate listening comprehension;Dunkel, Patricia;;;;Sach
Advanced listening comprehension;Dunkel, Patricia;;;;Sach
The article book;Cole, Tom;Tiếng Anh | Mạo từ | Từng vựng | Sách song ngữ;;;Sach
Sentence structure;Sheehan, Thomas;;;;Sach
Testing your grammar;Reinhart, Sussan M.;;;;Sach
International Business English;Jones, Leo;;;;Sach
New international business English;Jones, Leo;;;;Sach
New international business English, workbook;Jones, Leo;;;;Sach
Introduction to academic writing;Oshima, Alice;;;;Sach
English guides metaphor;Deignan, Alice;;;;Sach
Cambridge proficiency examination practice 1;Jones, Leo;CPE-Chương trình thi tiếng Anh;;;Sach
Cambridge proficiency examination practice 2;University of Cambridge;;;;Sach
Cambridge proficiency examination practice 3;University of Cambridge;;;;Sach
Cambridge proficiency examination practice 4;University of Cambridge;;;;Sach
Cambridge proficiency examination practice 5;University of Cambridge;;;;Sach
English song book 1997, volume 1;;;;;Sach
English song book 1997 volume 2;;;;;Sach
English song book 1998 volume 4;;;;;Sach
Listen first;Adelson, Jayme;;;;Sach
Start with listening;Dunkel, Patricia A.;;;;Sach
Từ điển minh họa Anh-Pháp-Việt;;;;;Sach
Từ điển Anh-Việt;Phan Ngọc;;;;Sach
Từ điển Việt-Anh;Bùi Phụng;;;;Sach
200 bài luận tiếng Anh;;;;;Sach
Văn phạm tiếng Anh thực hành;Trần Văn Điền;;;;Sach
Kỹ năng viết văn tiếng Anh;Nguyễn Sanh Phúc;;;;Sach
Vocabulary commonly used in travelling;;;;;Sach
Vocabulary commonly used in newspaper;;;;;Sach
Danh từ kỹ thuật Anh-Việt;Nghiêm Thế Gi;;;;Sach
An introduction to literary study;Nguyễn Trung Tánh;;;;Sach
Writing for business;Wilson, Martin;Tiếng Anh | Thư tín | Thương mại | Sách song ngữ;;;Sach
Reading and writing practice tests;O'Dell, Felicity;;;;Sach
Reading and writing practice tests;O'Dell, Felicity;;;;Sach
Reading and writing practice tests;O'Dell, Felicity;;;;Sach
Reading and writing practice tests;O'Dell, Felicity;;;;Sach
Reading and writing practice tests;O'Dell, Felicity;;;;Sach
Listen up !;McClintock, John;;;;Sach
Bài tập về giới từ và trạng từ trong tiếng Anh;Bruton, J.G.;;;;Sach
Listening focus;Kisslinger;;;;Sach
Bài tập ngữ pháp tiếng Anh;Nguyễn Trung Tánh;;;;Sach
Words at work;Horner, David;Tiếng Anh | Từng vựng | Thương mại | Sách song ngữ;;;Sach
Listening 1;Green, John;;;;Sach
Listening 2;Green, John;;;;Sach
Listening 3;Thorn, Michael;;;;Sach
Listening 4;Green, John;;;;Sach
Guide to writing;Leetch, Philip;;;;Sach
Grammar practice for intermediate students;Walker, Elaine;;;;Sach
General certificate English;Etherton, Alan;;;;Sach
Grammar troublespots;Raimes, Ann;;;;Sach
Consider the issues;Numrich, Carol;;;;Sach
Phương pháp viết luận văn tiếng Anh;Nguyễn Hữu Dự;;;;Sach
Từ điển cụm động từ giới từ Anh-Việt;Lê Hồng Lan;;;;Sach
Ngữ pháp Headway;Nguyễn Thành Yến;;;;Sach
Ngữ pháp Headway;Nguyễn Thành Yến;;;;Sach
The oxford dictionary of abbreviations;Oxford University_;;;;Sach
Luyện kỹ năng nghe và nói tiếng Anh;Trương Thị Hoà;;;;Sach
English for secretaries and telephoning in English;Oxford University;;;;Sach
Từ điển chuyên đề Việt-Anh-Pháp;Nguyễn Kim Thản;;;;Sach
Từ điển Anh-Việt-Hoa;Thanh Vân;;;;Sach
Hướng dẫn viết thư bằng tiếng Anh trong các tình huống kinh doanh;Ngô Doãn;;;;Sach
Tiếng Anh-cách viết thư từ giao dịch;Trần Anh Thơ;;;;Sach
Động từ tiếng Anh và cách dùng;Trang Sĩ Long;;;;Sach
Học ngữ pháp tiếng Anh bằng tranh;Phan Văn;;;;Sach
Listen for it;Richards, Jack C.;;;;Sach
150 bài luyện thi môn đọc hiểu, trình độ B;Nguyễn Trung Tánh;;;;Sach
Từ điển tin học Anh Việt;;;;;Sach
Poetry 1;Foster, John L.;;;;Sach
Poetry 2;Foster, John L.;;;;Sach
David Copperfield;Dickens, Charles;;;;Sach
The word;Cappon, Rene J.;;;;Sach
The hollow ships;Meekings, Diana Topham;;;;Sach
The bank robbery and other stories;Bailey, Donna;;;;Sach
Essential grammar in use with answers;Murphy, Raymond;;;;Sach
The thirty-nine steps;;;;;Sach
The prisoner of zenda;Hope, Anthony;;;;Sach
The crab that played with the sea;Kipling, Rudyard;;;;Sach
The cat that walked by himself;Kipling, Rudyard;;;;Sach
The beginning of the Armadilloes;Kipling, Rudyard;;;;Sach
The best of password;Denny, Heather;;;;Sach
New Zealand clear school Atlas;Revised, Entirely;;;;Sach
First certificate skills;Menne, Saxon;;;;Sach
The least you should know about English;Glazier, Teresa Ferster;;;;Sach
The bafut beagles;Durrell, Gerald;;;;Sach
New oxford secondary English course;Miller, D.C.;;;;Sach
First certificate interviews;Templer, J.C.;;;;Sach
Beowulf;Walsh, Gordon;;;;Sach
Situational English part 1;;;;;Sach
Situational English part 2;;;;;Sach
Situational English part 2;;;;;Sach
Speaking to you;Rosen, Michael;;;;Sach
Christmas stories;Bates, Dianne;;;;Sach
Tuyển tập những bài hát tiếng Anh;Phạm Thị Thơ;;;;Sach
Ship or Sheep ?;Baker, Ann;;;;Sach
Shadow dance;Rumble, Adrian;;;;Sach
New York ! New York !;Freebairn, Ingrid;;;;Sach
Short stories of Australia;Davis, Beatrice;;;;Sach
Junior voices;Summerfield, Geoffrey;;;;Sach
The kite that was bigger than anything;Lander, David;;;;Sach
Success with English;Broughton, Geoffrey;;;;Sach
Success with English;Broughton, Geoffrey;;;;Sach
Success with English;Broughton, Geoffrey;;;;Sach
Speaking effectively;Comfort, Jeremy;;;;Sach
Rhymoceros;Aylen, Leo;;;;Sach
Twenty stories;King, Francis;;;;Sach
Hullabaloo-balay and 42 other songs;Turner, Barrie;;;;Sach
Man against nature, stage 4;Wymer, Norman;;;;Sach
Fold-Tales from different lands;Dodd, E.F.;;;;Sach
Jungle book stories;Kipling, Rudyard;;;;Sach
Antony and Cleopatra;Ingledew, John;;;;Sach
An A-Z of English grammar and usage;Leech, Geoffrey;;;;Sach
Tập dịch và luyện nghe những mẫu chuyện tiếng Anh;;;;;Sach
Crosstalk;;;;;Sach
Vui học học vui;Chu Xuân Nguyên;;;;Sach
English reading;Chu Xuân Nguyên;;;;Sach
The Longman guide to graded reading;;;;;Sach
Let's listen;McClintock, John;;;;Sach
Story 1;Foster, John L.;;;;Sach
Story 2;Foster, John L.;;;;Sach
Roman comedy;McLeish, Kenneth;;;;Sach
Say what you mean in English;Andrews, John;;;;Sach
Round the world in eighty days;Verne, Jules;;;;Sach
English through experience;Rowe, A.W.;;;;Sach
A practical English grammar;Thomson, A.J.;;;;Sach
English 900;;;;;Sach
English 901;Strevens, Peter;;;;Sach
English 900;;;;;Sach
English;;;;;Sach
English;;;;;Sach
Down the river;Byrne, Donn;;;;Sach
Challenge 3;Sweeney, T.;;;;Sach
Success with English the penguin course;Barnett, J.A.;;;;Sach
Success with English the penguin course;Broughton, Geoffrey;;;;Sach
Idioms for everyday use;Broukal, Milada;;;;Sach
Whadday a say;Weinstein, Nina;;;;Sach
The king's English;Fowler, H.W.;;;;Sach
Air travel;Macklin, Bill;;;;Sach
Myths and legends of maoriland;Reed, A.W.;;;;Sach
Foundations of English;Hicks, David;;;;Sach
Word perfect;Ridout, Ronald;;;;Sach
Mainline progress A and B;Alexander, L.G.;;;;Sach
Guided English;Howe, D.H.;;;;Sach
Science Horizons;;;;;Sach
Stranger on the road;Markstein, Linda;;;;Sach
Discoveries;Abbs, Brian;;;;Sach
Discoveries;Abbs, Brian;;;;Sach
Discoveries;Elsworth, Steve;;;;Sach
Discoveries;Abbs, Brian;;;;Sach
Contemporary English;Rossner, R.;;;;Sach
Contemporary English;Rossner, R.;;;;Sach
Contemporary English;Rossner, R.;;;;Sach
Contemporary English;Rossner, R.;;;;Sach
Guided English;Howe, D.H.;;;;Sach
Longman picture wordbook;Worrall, Anne;;;;Sach
Reading for adults;Lewis, Richard;;;;Sach
Reading for adults;Lewis, Richard;;;;Sach
Cricket;Stevens, J.F.;;;;Sach
Kernel one;O'Neill, Robert;;;;Sach
Kernel two;O'Neill, Robert;;;;Sach
Kernel one;O'Neill, Robert;;;;Sach
Western Australia;Morrissey, David;;;;Sach
South Australia;Morrissey, David;;;;Sach
Death of a Hero;Aldington, Richard;;;;Sach
Exchanges;Prowse, Philip;;;;Sach
Exchanges;Prowse, Philip;;;;Sach
Life in the tropics;Dineen, Jacqueline;;;;Sach
Farming;Dineen, Jacquenline;;;;Sach
Planes;Bailey, Donna;;;;Sach
The inner planets;Ardley, Neil;;;;Sach
Lively craft cards;Williams, Peter;;;;Sach
The heart and blood;Burgess, Jan;;;;Sach
The outer planets;Ardley, Neil;;;;Sach
The brain and nervous system;Lambert, Mark;;;;Sach
The American west;Wise, Derek;;;;Sach
Travel by road and rail;Pollard, Michael;;;;Sach
Print-base 2;Foster, John L.;;;;Sach
Energy from the sun;Tyler, Deborah;;;;Sach
Visual English;Davies, E.;;;;Sach
Thinking things through;Burton, Leone;;;;Sach
Developing skills, new concept English;Alexander, L.G.;;;;Sach
Crossroads;Hinton, Michael;;;;Sach
Kernel lessons plus;O'Neill, Robert;;;;Sach
22.000 vocabulary for Toefl;Levine, Harold;;;;Sach
Bright peaks;;;;;Sach
Advances;Prowse, Philip;;;;Sach
Cities of the world;Pollard, Mchael;;;;Sach
The black death and the peasants' revolt;Trigge, Tony D.;;;;Sach
Outer space;Ridpath, Ian;;;;Sach
Exploring science 3;Standard, Peter;;;;Sach
Longman proficiency skills;Kingsbury, Roy;;;;Sach
Nomads;Bailey, Donna;;;;Sach
First thing first;Alexander, L.G.;;;;Sach
Practice and progress;Alexander, L.G.;;;;Sach
The sun on the Earth;Stannard;;;;Sach
English for everyone;Murray;;;;Sach
Mainline;Alexander, L.G.;;;;Sach
Mainline;Alexander, L.G.;;;;Sach
Carrying energy;Sauvain, Philip;;;;Sach
New Zealand reflections;;;;;Sach
Reading 1;Greenall, Simon;;;;Sach
Elementary grammar;Higgins, Muriel;;;;Sach
Food and digestion;Burgess, Jan;;;;Sach
Birth and growth;Burgess, Jan;;;;Sach
Plague and fire;Cogger, David;;;;Sach
Factory reform;Patrick, John;;;;Sach
English grammar in use;Murphy, Raymond;;;;Sach
Third form English;Smart, Peter;;;;Sach
Oxford secondary English;Seely, John;;;;Sach
Say it again;Faram, Chris;;;;Sach
The unicorn and lions;Andrew, Moira;;;;Sach
Did you know ?;J., Fred;;;;Sach
Interchange;Richards, Jack C.;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=79294;Sach
Life lines;Clemans, J.;;;;Sach
Beginning scientific English;Irmak, D.E. Royds;;;;Sach
Enjoying more poetry;Sadler, R.K.;;;;Sach
English course;Jane;;;;Sach
Language skills in elementary education;Anderson, Paul S.;;;;Sach
Families;Bailey, Donna;;;;Sach
Light aircraft;Stevens, J.F.;;;;Sach
Beneath our feet;Hudson, Christine;;;;Sach
Family life;Bennet, Olivia;;;;Sach
City life;Bennett, Olivia;;;;Sach
The cell;Pfeiffer, John;;;;Sach
Our world;;;;;Sach
Encounters;;;;;Sach
Encounters;;;;;Sach
The crusades;Jones, J.A.P.;;;;Sach
Know how;;;;;Sach
Energy;Wilson, Mitchell;;;;Sach
Matter;Lapp, Ralph E.;;;;Sach
Northern territory;Morrissey, David;;;;Sach
Food for life;Bennett, Olivia;;;;Sach
Village life;Bennett, Olivia;;;;Sach
Queensland;Morrissey, David;;;;Sach
Fast forward 2;;;;;Sach
English 1;Treflé, D.M.;;;;Sach
Classmate English dictionary;;;;;Sach
Dictionary skills book C;Sholinsky, Jane;;;;Sach
Từ điển công nghệ sinh học Việt-Pháp-Anh;Nguyễn Ngọc Hải;;;;Sach
Từ điển tin học Anh-Pháp-Việt;Ngô Diên Tập;;;;Sach
Từ điển Asean;Trần Thanh Hải;;;;Sach
ABC 2000 thuật ngữ nghe tiếng Anh;Trần Chí Thiện;;;;Sach
The Bostonians;Henry, James;;;;Sach
Gargantua and Pantagruel;Rabelais, Francois;;;;Sach
Under Western eyes;Conrad, Joseph;;;;Sach
The steppe and other stories;Chekhov, Anton;;;;Sach
Poems and prophecies;Blake, William;;;;Sach
Lolita;Nabokov, Vladimir;;;;Sach
Poems;Coleridge, S.T.;;;;Sach
The Iliad;Homer;;;;Sach
A sports man's notebook;Turgenev, Ivan;;;;Sach
Pale fire;Nabokov, Vladimir;;;;Sach
The complete poems;Marvell, Andrew;;;;Sach
Candide and other stories;Voltaire;;;;Sach
Ulysses;Joyce, James;;;;Sach
The awkward age;James, Henry;;;;Sach
The complete English poems;Milton, John;;;;Sach
Howards end;Forster, E.M.;;;;Sach
Barchester towers;Trollope, Anthony;;;;Sach
The Poems;Keats, John;;;;Sach
Crime and punishment;Dostoevsky, Fyodor;;;;Sach
Plays, prose writings and poems;Oscar, Wilde;;;;Sach
Les liaisons dangereuses;Laclos, Choderlos De;;;;Sach
Utopia;More, Thomas;;;;Sach
Meditations;Aurelius, Marcus;;;;Sach
Oliver twist;Dickens, Charles;;;;Sach
Sense and sensibility;Austen, Jane;;;;Sach
The master and margarita;Bulgakov, Mikhail;;;;Sach
Dr Jekyll and Mr Hyde and other stories;Stevenson, Robent Louis;;;;Sach
A portrait of the artist as a young man;Joyce, James;;;;Sach
Speak memory;Nabokov, Vladimin;;;;Sach
The human factor;Greene, Graham;;;;Sach
The complete English works;Herbert, George;;;;Sach
Uncle Tom's cabin;Stawe, Harniet Beecher;;;;Sach
Typhoon and other stories;Conrad, Joseph;;;;Sach
Great expectations;Dickens, Charles;;;;Sach
Adam bede;Eliot, George;;;;Sach
Nostromo;Conrad, Joseph;;;;Sach
The complete English poems;Donne, John;;;;Sach
Lord Jim;Conrad, Joseph;;;;Sach
Walden;Thoreau, Henry David;;;;Sach
The book of common prayer;;;;;Sach
Collected stories;James, Henry;;;;Sach
Collected stories;James, Henry;;;;Sach
The decline and fall of the roman empire;Gibbon, Edwand;;;;Sach
The decline and fall of the roman empire;Gibbon, Edwand;;;;Sach
The decline  and fall of the roman empire;Gibbon, Edward;;;;Sach
The Holy Bible;;;;;Sach
Từ điển kỹ thuật điện-điện tử-viễn thông Anh-Việt-Pháp-Đức;;;;;Sach
Đại từ điển chữ Nôm;Vũ Văn Kính;;;;Sach
Từ điển sinh học Anh-Việt và Việt-Anh;;Từ điển | Sinh học | Tiếng Anh | Tiếng Việt;;;Sach
Từ điển khoa học và công nghệ Việt-Anh;;;;;Sach
Từ điển điện tử-tin học-truyền thông Anh-Việt;;;;;Sach
Rivers of adventure;Bethers, Ray;;;;Sach
Theatre;Rice, Melanie;;;;Sach
Activities;Seal, Bernard;;;;Sach
ESP for Geography students;Nguyễn Tiến Phùng;;;;Sach
Ngữ pháp tiếng Anh toàn tập;Lê Dũng;;;;Sach
Luận Anh văn chọn lọc và dịch;Nguyễn Tuấn Tú;;;;Sach
Translation theory and practice;Lê Nhân Thành;;;;Sach
Tiếng Anh căn bản để làm việc với công ty nước ngoài;Hoàng Phương;;;;Sach
English Puzzles;Case, Doug;;;;Sach
Tiếng Anh dành cho học sinh và sinh viên kỹ thuật;Nguyễn Thị Tuyết;;;;Sach
Sentence skills;Langan, John;;;;Sach
Pass key to the TOEFL;Sharpe, Pamela J.;;;;Sach
Tell me more;Elbaum, Sandra N.;;;;Sach
Tree or three ?;Baker, Ann;;;;Sach
Readings in American literature;;;;;Sach
Tuyển tập 240 bài luận mẫu tiếng Anh;Ngọc Thoa;;;;Sach
Basic English grammar;Azar, Betty Schrampfer;;;;Sach
Active listening building;Helgesen, Marc;;;;Sach
Active listening building;Helgesen, Marc;;;;Sach
Skateboarding;Donald, Bruce;;;;Sach
Guided English;Howe, D.H.;;;;Sach
Guided English;Howe, D.H.;;;;Sach
All about mountains;Bailey, Donna;;;;Sach
The Drama and theatre arts;Self, David;;;;Sach
The pied piper of Hamelin;Corrin;;;;Sach
Speak up;Pavlik, Cheryl;;;;Sach
The crowded cities;Jollands;;;;Sach
An Angel at my table;Jones, Laura;;;;Sach
Working life;Bennet, Olivia;;;;Sach
English grammar in use;Murphy, Raymond;;;;Sach
Dien Bien Phu;Võ Nguyên Giáp;;;;Sach
Christmas in Australia;Bates, Dianne;;;;Sach
Kiwi. More-than-a-bird;Wolfe, Richard;;;;Sach
Speak Vietnamese;Nguyen Dinh Hoa;;;;Sach
Vitruvius, architect and engineer;McKay, Alexander;;;;Sach
The traditional village in Vietnam;;;;;Sach
Viewpoints;O'Neill, Robert;;;;Sach
Monstrosities;Fuge, Charles;;;;Sach
Drama;Watson, G.J.;;;;Sach
How a film is made;Purchase, Bruce;;;;Sach
Let's make English live;Bruce, M.J.;;;;Sach
Word skills two;Sadler, R.K.;;;;Sach
Body Balance;;;;;Sach
Elizabeth in danger;Harrison, S.M.;;;;Sach
Black people in Britain 1650-1850;Hosking, Tessa;;;;Sach
Longman picture wordbook;Worrall, Anne;;;;Sach
Language in use;Doff, Adrian;;;;Sach
The sun;Ridpath, Ian;;;;Sach
Exploring the universe;Ardley, Neil;;;;Sach
The stars;Ridpath, Ian;;;;Sach
Grasslands;Vaughan, Jenny;;;;Sach
Mountains;Vaughan, Jenny;;;;Sach
The waste lands;Potter, Tessa;;;;Sach
The five senses;Dineen, Jacqueline;;;;Sach
The skeleton and movement;Dineen, Jacqueline;;;;Sach
Wood and coal;Sauvain, Philip;;;;Sach
Making things move;Pollard, Michael;;;;Sach
Materials man and nature;;;;;Sach
What can the matter;;;;;Sach
Water in nature;;;;;Sach
Pitman script, skill book 1;Smith, Emily D.;;;;Sach
Greek and Roman education;Barrow, Robin;;;;Sach
The Bride from the Sea;Smith, John Sharwood;;;;Sach
How to begin studying English literature;Marsh, Nicholas;;;;Sach
Word perfect;Ridout, Ronald;;;;Sach
Word perfect;Ridout, Ronald;;;;Sach
First things first;Alexander, L.G.;;;;Sach
First things first;Alexander, L.G.;;;;Sach
Reading with understanding;Heaton, J.B.;;;;Sach
A hero of our time;Lermontov, Mikhall;;;;Sach
A farewell to arms;Hemingway, Ernest;;;;Sach
Letters;Montagu, Mary Wortley;;;;Sach
Histories;Shakespeare, William;;;;Sach
Pattern and voice;;;;;Sach
Dragonwings;Yep, Laurence;;;;Sach
... And the earth did not devour him;Rivera, Tomás;;;;Sach
The diary of Anne Frank;Goodrich, Frances;;;;Sach
The call of the wild;London, Jack;;;;Sach
The crucible;Miller, Arthur;;;;Sach
The autobiography of Miss Jane Pittman;Games, Ernest J.;;;;Sach
Farewell to manzanar;Houston, Jeanne Wakatsuki;;;;Sach
Great expectations;Dickens, Charles;;;;Sach
The souls of black folk;Du Bois, W.E.B.;;;;Sach
Number the stars;Lowry, Lois;;;;Sach
The true confessions of charlotte Doyle;Avi;;;;Sach
Trouble river;Byars, Betsy;;;;Sach
Fallen Angels;Myers, Walter Dean;;;;Sach
Maniac Magee;Spinelli, Jerry;;;;Sach
A midsummer night's dream;Shakespeare, William;;;;Sach
Island of the blue dolphins;O'Dell, Scott;;;;Sach
The chocolate war;Cormier, Robert;;;;Sach
The House of dies drear;Hamilton, Virginia;;;;Sach
Kaffir boy;Mathabane, Mark;;;;Sach
Things fall apart;Achebe, Chinua;;;;Sach
The witch of blackbird pond;Speare, Elizabeth George;;;;Sach
So far from the Bamboo grove;;;;;Sach
The poems;Yeats, W.B.;;;;Sach
Rob Roy;Scott, Sir Walter;;;;Sach
The golden bowl;James, Henry;;;;Sach
Little Dorrit;Dickens, Charles;;;;Sach
Old goriot;Balzac, Honoré De;;;;Sach
